spec_id,period,variant,cost_profile,halted_at,start,end,years,net_return,cagr,sharpe,sortino,max_drawdown,annual_vol,net_profit_jpy,recovery_factor,n_trades,profit_factor,win_rate,avg_win_jpy,avg_loss_jpy,payoff_ratio,expectancy_jpy,expectancy_r,max_consecutive_losses,trades_per_year,avg_bars_held,total_cost_jpy,swap_jpy,gross_mid_pnl_jpy,cost_ratio,cost_per_trade_jpy,turnover_annual,exposure_time,avg_leverage,max_leverage,psr_vs_zero,t_stat
ml_lgbm_v1,TEST,portfolio,retail_jp,2022-09-06 13:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.125192,-0.037591,-0.492809,-0.63832,-0.150822,0.076733,-125192.152686,-0.805748,1165,0.939408,0.484979,3435.341922,-3443.600564,0.997602,-107.461075,-0.028441,8,333.738235,6.597425,182009.303668,-22086.417041,78903.568022,2.306731,156.231162,903.073537,0.174071,2.454689,5.000298,0.175228,-0.921962
ml_lgbm_v1,TEST,portfolio_stress_2x,stress_2x,2022-05-06 17:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.128593,-0.038664,-0.732889,-0.931513,-0.150918,0.054005,-128592.735618,-0.830243,572,0.876762,0.466783,3426.427139,-3421.143546,1.001544,-224.812475,-0.052451,8,163.861176,6.398601,182053.986705,-18758.631097,72219.882184,2.520829,318.276201,492.643808,0.086278,2.618149,5.002522,0.080377,-1.371111
ml_lgbm_v1,TEST,portfolio_ibkr,ibkr,2022-03-04 15:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.143033,-0.043255,-1.206483,-1.364807,-0.150475,0.037201,-143032.708196,-0.942289,253,0.697076,0.458498,2837.427223,-3446.527489,0.823271,-565.346673,-0.163374,6,72.477059,6.418972,150823.448047,-7341.7992,15132.539052,9.96683,596.140111,243.605064,0.041028,2.729898,4.990727,0.004295,-2.257123
ml_lgbm_v1,TEST,USDJPY,retail_jp,,2022-01-02,2025-06-30,3.49,0.004288,0.001226,0.052579,0.073501,-0.124352,0.070557,4287.740699,0.031558,892,1.002513,0.515695,3718.517266,-3949.606948,0.94149,4.806884,0.002138,10,255.531765,6.95852,106060.0,-3765.579435,114113.320133,0.929427,118.901345,702.25646,0.284855,1.328831,3.000238,0.53915,0.098365
ml_lgbm_v1,TEST,EURUSD,retail_jp,2023-10-03 06:00:00+00:00,2022-01-02,2025-06-30,3.49,0.023047,0.006549,0.146121,0.206662,-0.150645,0.070739,23047.387318,0.127016,1110,1.010535,0.518018,3844.746345,-4089.124787,0.940237,20.763412,0.007293,11,317.982353,6.292793,159531.372475,-35529.705418,218108.465211,0.731431,143.721957,1062.187938,0.320606,1.551692,3.004518,0.607612,0.273368
ml_lgbm_v1,TEST,EURJPY,retail_jp,2023-12-14 02:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.087691,-0.025949,-0.501186,-0.640534,-0.150832,0.048405,-87690.713143,-0.541141,439,0.901695,0.480638,3812.003672,-3912.383719,0.974343,-199.751055,-0.039406,14,125.760588,6.908884,78662.5,-5068.715851,-3959.497292,,179.185649,345.823211,0.139199,1.274818,2.970893,0.169472,-0.937634
ml_lgbm_v1,TEST,GBPUSD,retail_jp,2024-08-20 14:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.144891,-0.04385,-0.85998,-1.086495,-0.150334,0.050514,-144891.466384,-0.957662,529,0.851567,0.466919,3365.368283,-3461.480257,0.972234,-273.896912,-0.066194,8,151.542941,6.63138,111307.316835,-6523.086859,-27061.06269,,210.410807,506.41685,0.161006,1.550095,3.007295,0.049596,-1.608876
ml_lgbm_v1,TEST,AUDUSD,retail_jp,2022-05-11 03:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.13422,-0.040447,-1.558431,-1.772854,-0.150403,0.028734,-134219.92365,-0.875719,185,0.673533,0.427027,3505.171062,-3878.570166,0.903728,-725.513101,-0.162947,6,52.997059,6.497297,48778.58204,-2296.184203,-83145.157408,,263.668011,138.24319,0.055211,1.159109,2.307346,0.000395,-2.915557
ml_lgbm_v1,FORWARD,portfolio,retail_jp,2025-10-17 01:00:00+00:00,2025-07-01,2026-09-25,1.23,-0.096858,-0.079194,-0.979115,-1.223643,-0.150052,0.070533,-96857.911607,-0.607476,453,0.873116,0.472406,3114.483321,-3193.963776,0.975115,-213.814374,-0.028284,12,366.869734,6.649007,85877.91457,-4253.678126,-6726.318911,,189.57597,1243.816975,0.211235,2.865005,5.01981,0.131712,-1.09131
ml_lgbm_v1,FORWARD,portfolio_stress_2x,stress_2x,2025-10-08 05:00:00+00:00,2025-07-01,2026-09-25,1.23,-0.135057,-0.110864,-1.517466,-1.883842,-0.150088,0.068222,-135057.259758,-0.884215,419,0.810741,0.451074,3061.122827,-3102.649887,0.986616,-322.332362,-0.079639,12,339.334257,6.680191,162311.316075,-9513.814488,36767.870805,4.414488,387.377843,1165.563187,0.198939,2.862575,5.012221,0.042412,-1.69135
ml_lgbm_v1,FORWARD,portfolio_ibkr,ibkr,2025-09-08 18:00:00+00:00,2025-07-01,2026-09-25,1.23,-0.147274,-0.121049,-2.141067,-2.38226,-0.151387,0.053182,-147274.112308,-0.968143,316,0.723369,0.471519,2584.629509,-3187.9276,0.810755,-466.057317,-0.179615,12,255.91796,6.487342,227723.851193,-4150.5116,84600.250485,2.691763,720.645099,827.988294,0.141082,2.847028,5.036024,0.002865,-2.386409
ml_lgbm_v1,FORWARD,USDJPY,retail_jp,,2025-07-01,2026-09-25,1.23,-0.023233,-0.018858,-0.178983,-0.255989,-0.103817,0.069775,-23233.239938,-0.217377,320,0.962036,0.5,3679.718733,-3824.926483,0.962036,-72.603875,-0.008145,8,259.157428,6.259375,37720.0,6351.195116,8135.564945,4.636433,117.875,996.374615,0.259254,1.860046,3.005301,0.421137,-0.199492
ml_lgbm_v1,FORWARD,EURUSD,retail_jp,,2025-07-01,2026-09-25,1.23,-0.064121,-0.052254,-0.478697,-0.657366,-0.135521,0.094259,-64120.53487,-0.444692,676,0.9483,0.497041,3500.377774,-3647.786668,0.959589,-94.852862,-0.018929,7,547.470067,6.517751,119298.406898,-18031.196623,73209.068651,1.629558,176.476933,2606.31365,0.570282,2.312335,3.01154,0.297001,-0.53355
ml_lgbm_v1,FORWARD,EURJPY,retail_jp,2026-09-16 18:00:00+00:00,2025-07-01,2026-09-25,1.23,-0.135453,-0.111193,-1.846836,-2.239412,-0.151153,0.06249,-135452.678255,-0.879855,283,0.749491,0.434629,3294.774488,-3379.437127,0.974948,-478.631372,-0.108155,8,229.19235,6.975265,67121.0,-1839.029795,-66492.648461,,237.176678,1019.514364,0.255501,2.201403,2.997691,0.015189,-2.058462
ml_lgbm_v1,FORWARD,GBPUSD,retail_jp,,2025-07-01,2026-09-25,1.23,0.011831,0.009571,0.20734,0.294088,-0.070798,0.052221,11830.978394,0.157311,192,1.033556,0.526042,3607.966403,-3874.435476,0.931224,61.619679,0.01691,6,155.494457,6.916667,49992.419658,-3894.503984,65717.902036,0.760712,260.377186,687.751118,0.171887,2.123818,3.005813,0.591129,0.231099
ml_lgbm_v1,FORWARD,AUDUSD,retail_jp,2026-03-05 15:00:00+00:00,2025-07-01,2026-09-25,1.23,-0.116569,-0.095503,-1.353152,-1.722324,-0.150755,0.070479,-116568.533206,-0.743309,348,0.828413,0.474138,3410.819675,-3712.315735,0.918785,-334.967049,-0.071577,9,281.833703,7.037356,135840.288178,-6612.322524,25884.077496,5.248025,390.345656,1001.023776,0.316982,1.647529,2.777835,0.06239,-1.508208
ml_logit_v1,TEST,portfolio,retail_jp,,2022-01-02,2025-06-30,3.49,0.015067,0.004293,0.110977,0.14733,-0.127108,0.049603,15067.052866,0.104511,514,1.015606,0.529183,3604.949162,-3989.583137,0.90359,29.313332,0.006317,9,147.245882,7.249027,69926.410683,3658.162419,81335.30113,0.85973,136.043601,311.059379,0.143919,1.192878,3.570183,0.581844,0.20762
ml_logit_v1,TEST,portfolio_stress_2x,stress_2x,2025-04-06 22:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.082334,-0.024313,-0.476584,-0.598039,-0.150742,0.048984,-82333.504543,-0.505471,476,0.909698,0.506303,3441.596238,-3879.822119,0.88705,-172.969547,-0.038275,10,136.36,7.262605,130660.80149,-1374.893115,49702.190062,2.628874,274.497482,292.345026,0.134511,1.21294,3.575887,0.180566,-0.891608
ml_logit_v1,TEST,portfolio_ibkr,ibkr,2024-08-02 13:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.116881,-0.034981,-0.838645,-1.013723,-0.150601,0.041322,-116881.4839,-0.746464,323,0.813762,0.513932,3076.565787,-3997.397481,0.769642,-361.862179,-0.090916,7,92.53,7.260062,214242.466483,-130.517398,97491.49998,2.19755,663.28937,200.749857,0.091326,1.183555,3.617059,0.048944,-1.568962
ml_logit_v1,TEST,USDJPY,retail_jp,,2022-01-02,2025-06-30,3.49,-0.00427,-0.001225,-0.046195,-0.061738,-0.047533,0.021475,-4270.156615,-0.08664,114,0.979755,0.5,3625.452345,-3700.367373,0.979755,-37.457514,-0.002853,6,32.657647,7.245614,9883.0,1328.90815,4283.935235,2.306991,86.692982,67.342638,0.037907,0.955501,2.918906,0.465516,-0.086423
ml_logit_v1,TEST,EURUSD,retail_jp,,2022-01-02,2025-06-30,3.49,-0.03263,-0.009458,-0.503388,-0.641157,-0.061821,0.018489,-32629.919089,-0.521206,77,0.788982,0.454545,3485.750463,-3681.694888,0.946779,-423.765183,-0.115905,6,22.058235,7.051948,12355.956415,-1784.38314,-18489.579534,,160.466966,78.696839,0.02492,1.618995,2.998157,0.1685,-0.941753
ml_logit_v1,TEST,EURJPY,retail_jp,,2022-01-02,2025-06-30,3.49,0.1069,0.029522,0.918674,1.335668,-0.075317,0.032151,106900.375699,1.261962,275,1.225358,0.581818,3632.865603,-4124.853224,0.880726,388.728639,0.08443,6,78.779412,7.356364,38225.5,4631.487735,140494.387964,0.272078,139.001818,137.708219,0.092845,0.871187,1.916937,0.95393,1.718681
ml_logit_v1,TEST,GBPUSD,retail_jp,,2022-01-02,2025-06-30,3.49,-0.023991,-0.006932,-0.653808,-0.741137,-0.044111,0.010527,-23990.588106,-0.536077,31,0.63242,0.419355,3175.060316,-3625.909568,0.875659,-773.889939,-0.185111,5,8.880588,6.129032,5678.695433,-131.99791,-18179.894763,,183.183724,24.852174,0.00872,1.279496,2.887804,0.081708,-1.223162
ml_logit_v1,TEST,AUDUSD,retail_jp,,2022-01-02,2025-06-30,3.49,-0.011152,-0.003208,-0.295075,-0.364677,-0.031584,0.010666,-11152.354056,-0.347196,24,0.767859,0.5,3074.077408,-4003.440246,0.767859,-464.681419,-0.10777,7,6.875294,7.708333,4143.206898,-246.912963,-6762.234195,,172.633621,9.16131,0.008491,0.697295,1.84454,0.284064,-0.552034
ml_logit_v1,FORWARD,portfolio,retail_jp,,2025-07-01,2026-09-25,1.23,-0.032353,-0.026284,-0.609531,-0.725163,-0.080473,0.041979,-32353.433919,-0.400707,103,0.825562,0.475728,3124.874254,-3434.67171,0.909803,-314.111009,-0.058371,7,83.416297,7.660194,14533.43628,-435.62302,-17384.374619,,141.101323,304.515909,0.089568,2.052819,4.937095,0.232254,-0.679376
ml_logit_v1,FORWARD,portfolio_stress_2x,stress_2x,,2025-07-01,2026-09-25,1.23,-0.052036,-0.042355,-0.961818,-1.120392,-0.09195,0.043721,-52035.522686,-0.564121,102,0.738514,0.45098,3194.868772,-3553.562253,0.899061,-510.152183,-0.099941,7,82.60643,7.637255,30919.60942,-1558.887866,-19557.0254,,303.133426,303.823514,0.088662,2.073474,4.945522,0.114762,-1.072032
ml_logit_v1,FORWARD,portfolio_ibkr,ibkr,,2025-07-01,2026-09-25,1.23,-0.08758,-0.07154,-1.835221,-2.030918,-0.109329,0.039763,-87579.71035,-0.798658,101,0.574889,0.415842,2819.917627,-3491.800859,0.807583,-867.125845,-0.194324,7,81.796563,7.762376,73926.863485,-1050.100914,-12602.745951,,731.949143,296.813336,0.089179,2.043513,4.819233,0.00627,-2.045516
ml_logit_v1,FORWARD,USDJPY,retail_jp,,2025-07-01,2026-09-25,1.23,-0.009901,-0.008026,-0.383082,-0.564534,-0.033265,0.020368,-9900.89147,-0.29764,39,0.862911,0.487179,3280.07637,-3611.117125,0.908327,-253.869012,-0.011681,5,31.584812,7.512821,3990.5,70.627048,-5981.018517,,102.320513,127.307934,0.037924,1.929894,2.993389,0.337665,-0.426979
ml_logit_v1,FORWARD,EURUSD,retail_jp,,2025-07-01,2026-09-25,1.23,-0.011309,-0.009168,-0.542834,-0.620367,-0.028711,0.01661,-11308.547356,-0.389607,21,0.743301,0.52381,2976.832672,-4405.370675,0.675728,-538.502255,-0.113655,3,17.007206,7.238095,3091.596765,-545.108065,-7671.842526,,147.218894,68.231821,0.019674,1.872404,2.986888,0.24761,-0.605037
ml_logit_v1,FORWARD,EURJPY,retail_jp,,2025-07-01,2026-09-25,1.23,0.009168,0.007419,0.534366,0.798612,-0.012021,0.013929,9168.222013,0.751218,26,1.293432,0.5,3108.695961,-2403.448114,1.293432,352.623924,0.058559,4,21.056541,9.384615,3431.5,262.685404,12337.036609,0.278146,131.980769,77.76573,0.031582,1.886886,2.995025,0.72368,0.595598
ml_logit_v1,FORWARD,GBPUSD,retail_jp,,2025-07-01,2026-09-25,1.23,-0.004634,-0.003754,-0.343935,-0.458785,-0.011657,0.010704,-4633.749392,-0.396922,10,0.768834,0.4,3852.83305,-3340.846932,1.15325,-463.374939,-0.110653,3,8.09867,8.1,2027.769783,-152.246301,-2453.733309,,202.776978,24.654238,0.010484,1.492963,2.386539,0.350105,-0.383346
ml_logit_v1,FORWARD,AUDUSD,retail_jp,,2025-07-01,2026-09-25,1.23,-0.025974,-0.021088,-1.364994,-1.417455,-0.032954,0.015432,-25974.182962,-0.787755,12,0.354519,0.333333,3566.468004,-5030.006872,0.709038,-2164.515247,-0.456857,4,9.718404,5.083333,3661.763795,-40.173297,-22272.24587,,305.146983,24.821952,0.007895,1.251523,2.065043,0.007727,-1.521406
mr_rsi_bb_v1,TEST,portfolio,retail_jp,2023-06-27 14:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.139415,-0.0421,-0.745043,-1.004694,-0.153523,0.055386,-139414.795698,-0.893216,387,0.841556,0.444444,4305.157617,-4092.567004,1.051946,-360.24495,-0.072481,9,110.864118,8.764858,63803.034943,-8102.614574,-67509.146181,,164.865723,294.067235,0.122717,1.519443,4.827486,0.084824,-1.393847
mr_rsi_bb_v1,TEST,portfolio_stress_2x,stress_2x,2023-02-07 15:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.138667,-0.041861,-0.848668,-1.147294,-0.151734,0.048602,-138667.252704,-0.900017,281,0.793019,0.430605,4390.771227,-4187.19107,1.04862,-493.477768,-0.096393,9,80.498235,8.366548,88821.38353,-10401.833612,-39444.035562,,316.090333,208.575383,0.084993,1.465134,4.834837,0.062013,-1.587713
mr_rsi_bb_v1,TEST,portfolio_ibkr,ibkr,2022-06-10 14:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.142073,-0.042948,-1.411277,-1.669024,-0.153821,0.030444,-142072.899473,-0.910975,116,0.554697,0.405172,3765.42361,-4623.881292,0.814343,-1224.766375,-0.251591,9,33.230588,8.448276,71261.100062,-4528.092981,-66283.706429,,614.319828,106.172523,0.037724,1.642272,4.84373,0.002388,-2.640257
mr_rsi_bb_v1,TEST,USDJPY,retail_jp,2023-08-15 06:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.150583,-0.045677,-1.625418,-2.045819,-0.150583,0.028437,-150583.128416,-1.0,97,0.487841,0.329897,4482.290443,-4523.329578,0.990927,-1552.403386,-0.354157,11,27.787647,7.793814,13157.0,-4207.029003,-133219.099412,,135.639175,88.329517,0.034695,1.456898,2.848595,0.001499,-3.040879
mr_rsi_bb_v1,TEST,EURUSD,retail_jp,,2022-01-02,2025-06-30,3.49,-0.025553,-0.007388,-0.179159,-0.2618,-0.071937,0.03916,-25553.051562,-0.338363,210,0.945471,0.480952,4386.706066,-4299.177653,1.020359,-121.681198,-0.022531,8,60.158824,9.633333,33658.199578,-6234.464281,14339.612297,2.347218,160.277141,224.919951,0.092841,1.769159,2.997454,0.369467,-0.335177
mr_rsi_bb_v1,TEST,EURJPY,retail_jp,2025-03-03 12:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.144795,-0.043819,-1.30338,-1.676474,-0.150848,0.033845,-144794.751113,-0.953079,157,0.647908,0.375796,4516.037466,-4196.336343,1.076186,-922.259561,-0.20554,12,44.975882,8.101911,30010.0,-5799.077555,-108985.673558,,191.146497,141.15333,0.058424,1.544048,2.850174,0.007338,-2.438401
mr_rsi_bb_v1,TEST,GBPUSD,retail_jp,,2022-01-02,2025-06-30,3.49,0.034334,0.009718,0.248321,0.374064,-0.039732,0.036064,34334.088166,0.802265,172,1.09162,0.511628,4648.600372,-4461.223149,1.042001,199.616792,0.048536,6,49.272941,9.360465,38712.237778,-5017.814167,78064.140111,0.495903,225.07115,167.582314,0.073894,1.588437,3.004088,0.679902,0.464565
mr_rsi_bb_v1,TEST,AUDUSD,retail_jp,,2022-01-02,2025-06-30,3.49,0.101867,0.028179,0.729513,1.116168,-0.052249,0.041161,101866.902044,1.748778,224,1.206707,0.526786,5039.618347,-4649.132669,1.083991,454.762956,0.092293,8,64.169412,8.651786,72649.592675,-3576.54261,178093.037329,0.407931,324.328539,162.787296,0.088944,1.217488,2.662936,0.91566,1.364794
mr_rsi_bb_v1,FORWARD,portfolio,retail_jp,,2025-07-01,2026-09-25,1.23,-0.076615,-0.062515,-0.913678,-1.235857,-0.111733,0.068726,-76615.442334,-0.67274,276,0.861995,0.496377,3493.062739,-3993.993076,0.874579,-277.592182,-0.042845,7,223.523282,8.913043,56071.116685,-8737.891659,-11806.433991,,203.15622,834.334977,0.256278,2.227825,4.995179,0.155136,-1.018375
mr_rsi_bb_v1,FORWARD,portfolio_stress_2x,stress_2x,2026-09-16 20:00:00+00:00,2025-07-01,2026-09-25,1.23,-0.139507,-0.114571,-1.823337,-2.349816,-0.151957,0.065611,-139507.255062,-0.904786,270,0.748958,0.47037,3277.214419,-3886.108295,0.843315,-516.693537,-0.122296,7,218.66408,8.640741,115794.35264,-11740.608491,-11972.29393,,428.867973,820.12968,0.246052,2.201055,4.999937,0.022051,-2.032271
mr_rsi_bb_v1,FORWARD,portfolio_ibkr,ibkr,2026-02-17 12:00:00+00:00,2025-07-01,2026-09-25,1.23,-0.143035,-0.117512,-2.447087,-2.791785,-0.151074,0.050289,-143035.374001,-0.937912,135,0.560828,0.414815,3261.749894,-4122.700862,0.791168,-1059.521289,-0.303927,8,109.33204,9.185185,99719.53511,-4414.212099,-38901.626791,,738.663223,405.329144,0.128398,2.157169,4.916117,0.001356,-2.727495
mr_rsi_bb_v1,FORWARD,USDJPY,retail_jp,,2025-07-01,2026-09-25,1.23,-0.064597,-0.052645,-1.672637,-2.039753,-0.077038,0.02957,-64596.845302,-0.835713,56,0.545417,0.375,3690.689977,-4060.038138,0.909028,-1153.515095,-0.285523,8,45.35255,7.285714,7687.0,-2629.857348,-54279.987955,,137.267857,198.832758,0.052809,2.097259,2.996451,0.026999,-1.864302
mr_rsi_bb_v1,FORWARD,EURUSD,retail_jp,,2025-07-01,2026-09-25,1.23,0.051803,0.041751,1.040619,1.71537,-0.037879,0.03983,51802.998204,1.281345,69,1.342585,0.536232,5486.899862,-4725.384272,1.161154,750.76809,0.169091,6,55.88082,8.101449,14129.80285,-2723.78783,68656.588884,0.205804,204.779751,255.591837,0.072353,2.19972,3.00261,0.882767,1.159862
mr_rsi_bb_v1,FORWARD,EURJPY,retail_jp,,2025-07-01,2026-09-25,1.23,0.010928,0.008841,0.145671,0.204806,-0.026758,0.030038,10928.317313,0.396893,52,1.104096,0.576923,3863.703757,-4771.945245,0.809671,210.159948,0.040855,4,42.113082,8.846154,12564.5,-2064.149363,25556.966676,0.491627,241.625,190.975746,0.059539,2.2544,2.931962,0.564343,0.162363
mr_rsi_bb_v1,FORWARD,GBPUSD,retail_jp,,2025-07-01,2026-09-25,1.23,-0.022576,-0.018323,-0.539338,-0.762589,-0.071243,0.03307,-22576.340669,-0.313743,54,0.821988,0.444444,4343.68378,-4227.491713,1.027485,-418.080383,-0.088301,8,43.732816,10.074074,14385.038208,-2017.434609,-6173.867852,,266.389596,184.797047,0.070412,2.064683,2.955046,0.276732,-0.60114
mr_rsi_bb_v1,FORWARD,AUDUSD,retail_jp,,2025-07-01,2026-09-25,1.23,0.013797,0.011159,0.351549,0.502567,-0.0261,0.032912,13796.881964,0.513074,65,1.106672,0.584615,3766.731504,-4790.330193,0.78632,212.259723,0.048205,3,52.641353,10.538462,22878.878395,-1657.836135,38333.596494,0.596836,351.982745,168.899709,0.088662,1.570563,2.94959,0.652038,0.391833
mr_zscore_v1,TEST,portfolio,retail_jp,2022-10-26 07:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.113414,-0.033897,-0.612615,-0.806129,-0.154237,0.054014,-113414.163831,-0.701464,250,0.830637,0.396,5618.553358,-4434.774478,1.266931,-453.656655,-0.105007,12,71.617647,20.84,29979.426238,-9275.488101,-74159.249493,,119.917705,143.726104,0.147499,1.44365,4.773751,0.123758,-1.146099
mr_zscore_v1,TEST,portfolio_stress_2x,stress_2x,2022-09-06 14:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.121446,-0.036412,-0.738207,-0.942805,-0.150481,0.048581,-121446.416007,-0.780382,208,0.784962,0.384615,5541.519006,-4412.249504,1.25594,-583.877,-0.150104,12,59.585882,19.6875,50231.70322,-11696.590383,-59518.122404,,241.498573,124.694128,0.119504,1.46293,4.778044,0.079468,-1.381058
mr_zscore_v1,TEST,portfolio_ibkr,ibkr,2022-06-10 12:00:00+00:00,2022-01-02,2025-06-30,3.49,-0.115885,-0.034669,-0.874374,-1.069766,-0.151527,0.039383,-115884.606463,-0.733945,137,0.707538,0.40146,5097.332615,-4832.169516,1.054875,-845.87304,-0.237913,9,39.246471,19.291971,79894.966715,-6146.43032,-29843.209428,,583.17494,89.399112,0.078935,1.529458,4.783482,0.042614,-1.635803
mr_zscore_v1,TEST,USDJPY,retail_jp,,2022-01-02,2025-06-30,3.49,0.000371,0.000106,0.024856,0.036494,-0.096265,0.045105,370.964403,0.003753,208,1.0007,0.447115,5701.892578,-4607.869959,1.237425,1.783483,0.014072,10,59.585882,21.173077,19817.0,-14133.002784,34320.967188,0.577402,95.274038,129.97517,0.202111,1.043892,2.632497,0.518542,0.0465
mr_zscore_v1,TEST,EURUSD,retail_jp,,2022-01-02,2025-06-30,3.49,0.131236,0.035956,0.755376,1.146888,-0.066821,0.047759,131236.36422,1.67355,209,1.242817,0.478469,6717.101083,-4958.474716,1.354671,627.925188,0.117596,6,59.872353,23.650718,25453.718435,-8319.324223,165009.406878,0.154256,121.788126,159.940651,0.226847,1.303868,2.721564,0.922593,1.413179
mr_zscore_v1,TEST,EURJPY,retail_jp,,2022-01-02,2025-06-30,3.49,0.089018,0.02473,0.564453,0.905584,-0.072743,0.044948,89018.488964,1.107056,202,1.170244,0.465347,6509.632616,-4841.546083,1.344536,440.685589,0.091172,6,57.867059,19.178218,25846.5,-8980.891314,123845.880278,0.208699,127.95297,116.843163,0.177796,0.986558,2.667583,0.862252,1.055994
mr_zscore_v1,TEST,GBPUSD,retail_jp,,2022-01-02,2025-06-30,3.49,-0.006154,-0.001767,-0.019819,-0.028345,-0.055443,0.04281,-6153.653445,-0.106145,206,0.988727,0.441748,5931.035727,-4746.764388,1.24949,-29.872104,-0.000792,6,59.012941,20.582524,32433.016428,-7053.868611,33333.231594,0.972993,157.441827,139.522427,0.194603,1.132347,2.43192,0.485221,-0.037079
mr_zscore_v1,TEST,AUDUSD,retail_jp,,2022-01-02,2025-06-30,3.49,0.066011,0.018481,0.461158,0.710167,-0.055052,0.041797,66011.220995,1.117776,207,1.122012,0.47343,6194.19828,-4963.488169,1.247953,318.894787,0.06329,6,59.299412,22.642512,48515.368598,-7388.330712,121914.920304,0.397944,234.373761,108.68739,0.215109,0.899996,1.933577,0.807421,0.862747
mr_zscore_v1,FORWARD,portfolio,retail_jp,2026-09-16 11:00:00+00:00,2025-07-01,2026-09-25,1.23,-0.088259,-0.0721,-0.765434,-0.987433,-0.151177,0.092717,-88259.348958,-0.543525,291,0.883598,0.405498,5677.682184,-4382.808362,1.295444,-303.296732,-0.086627,15,235.671286,21.123711,47578.264158,-16483.94665,-24197.138151,,163.49919,638.747885,0.532358,1.975056,4.893822,0.194197,-0.853144
mr_zscore_v1,FORWARD,portfolio_stress_2x,stress_2x,2026-09-02 13:00:00+00:00,2025-07-01,2026-09-25,1.23,-0.101865,-0.08333,-0.912174,-1.163853,-0.150134,0.091042,-101864.502257,-0.642025,283,0.861081,0.413428,5396.597973,-4417.267862,1.221705,-359.945238,-0.09881,15,229.19235,20.565371,93171.29052,-26464.434285,17771.222548,5.242818,329.227175,628.847992,0.498965,1.987503,4.751734,0.15074,-1.016699
mr_zscore_v1,FORWARD,portfolio_ibkr,ibkr,2026-02-12 02:00:00+00:00,2025-07-01,2026-09-25,1.23,-0.111824,-0.091571,-1.236456,-1.520274,-0.151503,0.075239,-111823.780389,-0.705123,165,0.755718,0.412121,5087.361777,-4719.220425,1.078009,-677.719881,-0.23328,16,133.628049,21.593939,120467.629925,-12392.002679,21035.852215,5.726777,730.106848,359.525138,0.292001,1.964394,4.301537,0.075607,-1.37814
mr_zscore_v1,FORWARD,USDJPY,retail_jp,,2025-07-01,2026-09-25,1.23,0.00271,0.002194,0.03141,0.043813,-0.037383,0.039121,2710.070272,0.070312,62,1.01582,0.435484,6444.922935,-4894.367114,1.316804,43.710811,0.024161,6,50.211752,19.209677,6277.5,-4793.301132,13780.871404,0.455523,101.25,144.295643,0.154155,1.306451,2.999636,0.51394,0.035009
mr_zscore_v1,FORWARD,EURUSD,retail_jp,,2025-07-01,2026-09-25,1.23,-0.050681,-0.041247,-1.065449,-1.456734,-0.078067,0.037855,-50680.86416,-0.63403,62,0.72382,0.370968,5775.040731,-4705.302589,1.227347,-817.433293,-0.174084,7,50.211752,22.241935,9785.52464,-3971.924502,-36923.415018,,157.831043,175.171811,0.178488,1.743302,2.538594,0.121014,-1.187538
mr_zscore_v1,FORWARD,EURJPY,retail_jp,,2025-07-01,2026-09-25,1.23,0.005905,0.00478,0.137349,0.186736,-0.046687,0.040451,5905.241084,0.12244,65,1.034248,0.461538,5944.297373,-4926.39086,1.206623,90.849863,0.031183,7,52.641353,20.215385,9546.0,-3831.718205,19282.95929,0.495048,146.861538,164.91402,0.170075,1.539667,2.960546,0.560587,0.153087
mr_zscore_v1,FORWARD,GBPUSD,retail_jp,,2025-07-01,2026-09-25,1.23,-0.025402,-0.020623,-0.466929,-0.637661,-0.060985,0.042433,-25402.367374,-0.403481,69,0.866032,0.42029,5662.518161,-4740.384851,1.194527,-368.150252,-0.072035,6,55.88082,22.637681,14710.314608,-3248.615302,-7443.437464,,213.192965,160.022329,0.202174,1.470826,2.415843,0.301439,-0.520434
mr_zscore_v1,FORWARD,AUDUSD,retail_jp,,2025-07-01,2026-09-25,1.23,-0.067542,-0.055061,-1.47199,-1.849457,-0.079668,0.037754,-67541.944107,-0.836764,64,0.648208,0.359375,5410.95658,-4682.779157,1.155501,-1055.342877,-0.22711,6,51.831486,23.234375,16919.383618,-2656.217014,-47966.343476,,264.365369,120.826216,0.192467,1.145829,2.000972,0.046887,-1.640663
